FISCAL YEAR,AGENCY,CLASSIFICATION,SALARY (ANNUAL) ,FULL/PART TIME,SERVICE TYPE,AGENCY #
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PLANNER 3,79956,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PLUMBER,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,83976,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,88116,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,92412,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,101952,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,107004,PART TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",POLICY AND BUDGET ANALYST,117704,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER A,54216,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER A,54216,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER A,56904,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER A,56904,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER A,56904,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER A,62772,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER A,62772,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER C,69168,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER C,76212,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER C,76212,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER C,76212,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER C,79956,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER D,88116,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER D,88116,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,76212,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,76212,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,79956,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,79956,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,79956,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,83976,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,101896,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,101952,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,112248,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,112248,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,112248,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,117860,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER E,117860,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,83976,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,88116,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,88116,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,88116,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,97044,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,107004,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,107004,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,112248,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,112354,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,123672,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,123672,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,123672,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,123672,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,123672,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,123672,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER F,129856,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,97044,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,117864,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,123672,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,123672,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,123672,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,123672,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,123672,PART TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,123672,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,136344,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,143100,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER G,157656,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER H,129912,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER H,136344,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER H,136344,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER H,182568,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER H,182599,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER H,194568,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER I,150276,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER I,150276,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINCIPAL EXECUTIVE/MANAGER I,176568,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,31632,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,43470,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINT SERVICES TECHNICIAN,43470,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINTING PRODUCTION COORD,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINTING PRODUCTION COORD,60367,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PRINTING PRODUCTION COORD,60367,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 1,50072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 1,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,52296,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,54828,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,63324,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,63324,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,69624,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,73105,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 2,73105,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 3,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 3,66490,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 3,66490,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 3,69624,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT & CONTRACT SPEC 3,72960,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT AND CONTRACT ASST,39480,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT AND CONTRACT ASST,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT AND CONTRACT ASST,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT AND CONTRACT ASST,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT AND CONTRACT ASST,47688,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROCUREMENT AND CONTRACT ASST,50072,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 1,45372,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 1,49932,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 1,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 1,57492,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 2,54828,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 2,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 2,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 4,76212,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROGRAM ANALYST 4,88116,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROJECT MANAGER 1,49944,FULL TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROJECT MANAGER 1,49944,PART TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROJECT MANAGER 1,63324,FULL TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROJECT MANAGER 1,63324,FULL TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROJECT MANAGER 2,72960,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PROJECT MANAGER 2,76560,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PUBLIC AFFAIRS SPECIALIST 2,69624,FULL TIME,UNREPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PUBLIC SERVICE REP 3,39480,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PUBLIC SERVICE REP 3,39480,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PUBLIC SERVICE REP 3,41454,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",PUBLIC SERVICE REP 4,49932,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",RESEARCH ANALYST 3,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE LABOR RELATIONS MANAGER,88116,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE LABOR RELATIONS MANAGER,88116,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE LABOR RELATIONS MANAGER,92412,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE LABOR RELATIONS MANAGER,97044,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE LABOR RELATIONS MANAGER,107004,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE LABOR RELATIONS MANAGER,107004,FULL TIME,EXECUTIVE SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,63324,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,63324,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,66348,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,72960,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,72960,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,76560,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,79956,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,80292,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",STATE PROCUREMENT ANALYST,84307,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",SUPPLY SPECIALIST 1,31979,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",SUPPLY SPECIALIST 1,37668,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",SUPPLY SPECIALIST 1,39551,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",SUPPLY SPECIALIST 2,41400,FULL TIME,REPRESENTED,10700
2015,JUDICIAL DEPARTMENT,OJD ITS 2,80724,FULL TIME,UNREPRESENTED,19800
2015,"ADMINISTRATIVE SRVCS, DEPT OF",SUPPLY SPECIALIST 2,41400,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",SUPPLY SPECIALIST 2,49932,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",TRAINING & DEVELOPMENT SPEC 2,60336,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",TRAINING & DEVELOPMENT SPEC 2,69624,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",TRAINING & DEVELOPMENT SPEC 2,72552,FULL TIME,MANAGEMENT SERVICE,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",TRUCK DRIVER 1,43284,FULL TIME,REPRESENTED,10700
2015,"ADMINISTRATIVE SRVCS, DEPT OF",TRUCK DRIVER 2,47688,FULL TIME,REPRESENTED,10700
2015,"ADVOCACY COMMISSIONS, OREGON",EXECUTIVE SUPPORT SPECIALIST 1,46980,FULL TIME,EXECUTIVE SERVICE,13100
2015,"ADVOCACY COMMISSIONS, OREGON",PRINCIPAL EXECUTIVE/MANAGER C,65904,FULL TIME,EXECUTIVE SERVICE,13100
2015,"AGRICULTURE, DEPT OF",ACCOUNTANT 3,54828,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTANT 3,69624,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTANT 3,69624,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTANT 4,80292,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTANT 4,84307,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTING TECHNICIAN 2,43284,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTING TECHNICIAN 2,43284,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTING TECHNICIAN 3,41400,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ACCOUNTING TECHNICIAN 3,47688,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ADMINISTRATIVE SPECIALIST 1,34476,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ADMINISTRATIVE SPECIALIST 1,34476,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ADMINISTRATIVE SPECIALIST 1,37668,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ADMINISTRATIVE SPECIALIST 1,39480,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,FULL TIME,REPRESENTED,60300
2015,"AGRICULTURE, DEPT OF",ADMINISTRATIVE SPECIALIST 1,43284,FULL TIME,REPRESENTED,60300
